op,op_norm,traceable,phase,batch,seq_len,dim,n_heads,n_kv_heads,ffn_dim,fast_us,fast_total_us_from_breakdown,fast_breakdown_delta_us,trace_us,abs_err_us,rel_err_pct,fast_overall_dominant,fast_mem_us,fast_compute_us,fast_compute_us_naive,fast_roofline_us,fast_naive_roofline_us,fast_kernel_launch_overhead_us,fast_utilization,fast_peak_tflops,fast_effective_tflops,fast_op_key_overhead,fast_bytes_total_B,trace_error
Q,q_proj,True,prefill,1,512,4096,32,32,4096,2684.3574552796726,2684.3574552796726,0.0,3259.392,575.0345447203272,17.64238682307397,compute,13.020833333333334,2684.3574552796726,1073.741824,2684.3574552796726,1073.741824,0.0,0.3999995685701743,16.0,6.399993097122789,q_proj,8388608,
K,k_proj,True,prefill,1,512,4096,32,32,4096,2684.3574552796726,2684.3574552796726,0.0,3259.392,575.0345447203272,17.64238682307397,compute,13.020833333333334,2684.3574552796726,1073.741824,2684.3574552796726,1073.741824,0.0,0.3999995685701743,16.0,6.399993097122789,k_proj,8388608,
V,v_proj,True,prefill,1,512,4096,32,32,4096,2684.3574552796726,2684.3574552796726,0.0,3259.392,575.0345447203272,17.64238682307397,compute,13.020833333333334,2684.3574552796726,1073.741824,2684.3574552796726,1073.741824,0.0,0.3999995685701743,16.0,6.399993097122789,v_proj,8388608,
O,wo_proj,True,prefill,1,512,4096,32,32,4096,2684.3574552796726,2684.3574552796726,0.0,3259.392,575.0345447203272,17.64238682307397,compute,13.020833333333334,2684.3574552796726,1073.741824,2684.3574552796726,1073.741824,0.0,0.3999995685701743,16.0,6.399993097122789,wo_proj,8388608,
QK,score,True,prefill,1,512,4096,32,32,4096,168.34641659299956,168.34641659299956,0.0,1761.28,1592.9335834070005,90.44181410150574,compute,19.556681315104168,168.34641659299956,67.239936,168.34641659299956,67.239936,0.0,0.39941412095846224,16.0,6.390625935335396,score,12599296,
SOFTMAX,softmax,True,prefill,1,512,4096,32,32,4096,26.092529296875,26.092529296875,0.0,1678.848,1652.755470703125,98.44580752415496,memory,26.092529296875,4.3776,1.31328,26.092529296875,26.092529296875,0.0,0.3,16.0,4.8,softmax,16809984,
SV,output,True,prefill,1,512,4096,32,32,4096,168.34641659299956,168.34641659299956,0.0,942.0799999999999,773.7335834070004,82.1303481028151,compute,19.556681315104168,168.34641659299956,67.239936,168.34641659299956,67.239936,0.0,0.39941412095846224,16.0,6.390625935335396,output,12599296,
LN,rmsnorm,True,prefill,1,512,4096,32,32,4096,13.020833333333334,13.020833333333334,0.0,672.768,659.7471666666667,98.06458789161593,memory,13.020833333333334,2.1845333333333334,0.6553599999999999,13.020833333333334,13.020833333333334,0.0,0.3,16.0,4.8,ln,8388608,
ROPE,rope,True,prefill,1,512,4096,32,32,4096,13.020833333333334,13.020833333333334,0.0,4260.352,4247.331166666667,99.69437188914594,memory,13.020833333333334,0.0,0.0,13.020833333333334,13.020833333333334,0.0,0.3,16.0,4.8,rope,8388608,
FFN_W1,ffn_gate,True,prefill,1,512,4096,32,32,4096,2684.3574552796726,2684.3574552796726,0.0,3570.6879999999996,886.330544720327,24.822402425536115,compute,13.020833333333334,2684.3574552796726,1073.741824,2684.3574552796726,1073.741824,0.0,0.3999995685701743,16.0,6.399993097122789,ffn_gate,8388608,
FFN_W3,ffn_up,True,prefill,1,512,4096,32,32,4096,2684.3574552796726,2684.3574552796726,0.0,3259.392,575.0345447203272,17.64238682307397,compute,13.020833333333334,2684.3574552796726,1073.741824,2684.3574552796726,1073.741824,0.0,0.3999995685701743,16.0,6.399993097122789,ffn_up,8388608,
FFN_W2,ffn_down,True,prefill,1,512,4096,32,32,4096,2684.3574552796726,2684.3574552796726,0.0,3259.392,575.0345447203272,17.64238682307397,compute,13.020833333333334,2684.3574552796726,1073.741824,2684.3574552796726,1073.741824,0.0,0.3999995685701743,16.0,6.399993097122789,ffn_down,8388608,
SWIGLU,silu,True,prefill,1,512,4096,32,32,4096,19.53125,19.53125,0.0,182.784,163.25275,89.31457348564426,memory,19.53125,2.6214399999999998,0.786432,19.53125,19.53125,0.0,0.3,16.0,4.8,swiglu,12582912,
GELU,gelu,True,prefill,1,512,4096,32,32,4096,13.020833333333334,13.020833333333334,0.0,182.784,169.76316666666665,92.87638232376283,memory,13.020833333333334,2.6214399999999998,0.786432,13.020833333333334,13.020833333333334,0.0,0.3,16.0,4.8,gelu,8388608,
ADD,residual,True,prefill,1,512,4096,32,32,4096,19.53125,19.53125,0.0,1.536,17.99525,1171.5657552083333,memory,19.53125,0.43690666666666667,0.131072,19.53125,19.53125,0.0,0.3,16.0,4.8,add,12582912,
Q,q_proj,True,prefill,8,512,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,26075.136,4600.299417307215,17.642475258066593,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,q_proj,67108864,
K,k_proj,True,prefill,8,512,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,26075.136,4600.299417307215,17.642475258066593,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,k_proj,67108864,
V,v_proj,True,prefill,8,512,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,26075.136,4600.299417307215,17.642475258066593,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,v_proj,67108864,
O,wo_proj,True,prefill,8,512,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,26075.136,4600.299417307215,17.642475258066593,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,wo_proj,67108864,
QK,score,True,prefill,8,512,4096,32,32,4096,1344.8075042903606,1344.8075042903606,0.0,14090.24,12745.43249570964,90.45575161040294,compute,156.45345052083334,1344.8075042903606,537.919488,1344.8075042903606,537.919488,0.0,0.39999738719769706,16.0,6.399958195163153,score,100794368,
SOFTMAX,softmax,True,prefill,8,512,4096,32,32,4096,208.740234375,208.740234375,0.0,13430.784,13222.043765625,98.44580752415496,memory,208.740234375,29.398989742493104,10.50624,208.740234375,208.740234375,0.0,0.3573673820775668,16.0,5.717878113241069,softmax,134479872,
SV,output,True,prefill,8,512,4096,32,32,4096,1344.8075042903606,1344.8075042903606,0.0,7536.639999999999,6191.832495709639,82.15640518466637,compute,156.45345052083334,1344.8075042903606,537.919488,1344.8075042903606,537.919488,0.0,0.39999738719769706,16.0,6.399958195163153,output,100794368,
LN,rmsnorm,True,prefill,8,512,4096,32,32,4096,104.16666666666667,104.16666666666667,0.0,5382.144,5277.977333333333,98.06458789161593,memory,104.16666666666667,16.4855591648669,5.2428799999999995,104.16666666666667,104.16666666666667,0.0,0.3180286423752815,16.0,5.088458278004504,ln,67108864,
ROPE,rope,True,prefill,8,512,4096,32,32,4096,104.16666666666667,104.16666666666667,0.0,34082.816,33978.649333333335,99.69437188914594,memory,104.16666666666667,0.0,0.0,104.16666666666667,104.16666666666667,0.0,0.3,16.0,4.8,rope,67108864,
FFN_W1,ffn_gate,True,prefill,8,512,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,28565.503999999997,7090.667417307213,24.822483150681375,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,ffn_gate,67108864,
FFN_W3,ffn_up,True,prefill,8,512,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,26075.136,4600.299417307215,17.642475258066593,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,ffn_up,67108864,
FFN_W2,ffn_down,True,prefill,8,512,4096,32,32,4096,21474.836582692784,21474.836582692784,0.0,26075.136,4600.299417307215,17.642475258066593,compute,104.16666666666667,21474.836582692784,8589.934592,21474.836582692784,8589.934592,0.0,0.3999999980871979,16.0,6.399999969395166,ffn_down,67108864,
SWIGLU,silu,True,prefill,8,512,4096,32,32,4096,156.25,156.25,0.0,1462.272,1306.022,89.31457348564426,memory,156.25,19.291363805225153,6.291456,156.25,156.25,0.0,0.326128109112531,16.0,5.218049745800496,swiglu,100663296,
GELU,gelu,True,prefill,8,512,4096,32,32,4096,104.16666666666667,104.16666666666667,0.0,1462.272,1358.1053333333332,92.87638232376283,memory,104.16666666666667,19.291363805225153,6.291456,104.16666666666667,104.16666666666667,0.0,0.326128109112531,16.0,5.218049745800496,gelu,67108864,
ADD,residual,True,prefill,8,512,4096,32,32,4096,156.25,156.25,0.0,12.288,143.962,1171.5657552083333,memory,156.25,3.4952533333333333,1.048576,156.25,156.25,0.0,0.3,16.0,4.8,add,100663296,
Q,q_proj,True,prefill,16,512,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,52150.272,9200.599006259159,17.64247558720146,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,q_proj,134217728,
K,k_proj,True,prefill,16,512,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,52150.272,9200.599006259159,17.64247558720146,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,k_proj,134217728,
V,v_proj,True,prefill,16,512,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,52150.272,9200.599006259159,17.64247558720146,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,v_proj,134217728,
O,wo_proj,True,prefill,16,512,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,52150.272,9200.599006259159,17.64247558720146,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,wo_proj,134217728,
QK,score,True,prefill,16,512,4096,32,32,4096,2689.600326222412,2689.600326222412,0.0,28180.48,25490.87967377759,90.45580371156768,compute,312.9069010416667,2689.600326222412,1075.838976,2689.600326222412,1075.838976,0.0,0.3999995707581704,16.0,6.399993132130726,score,201588736,
SOFTMAX,softmax,True,prefill,16,512,4096,32,32,4096,417.48046875,417.48046875,0.0,26861.568,26444.08753125,98.44580752415496,memory,417.48046875,54.00002868116508,21.01248,417.48046875,417.48046875,0.0,0.38911979332575874,16.0,6.22591669321214,softmax,268959744,
SV,output,True,prefill,16,512,4096,32,32,4096,2689.600326222412,2689.600326222412,0.0,15073.279999999999,12383.679673777588,82.15650259119175,compute,312.9069010416667,2689.600326222412,1075.838976,2689.600326222412,1075.838976,0.0,0.3999995707581704,16.0,6.399993132130726,output,201588736,
LN,rmsnorm,True,prefill,16,512,4096,32,32,4096,208.33333333333334,208.33333333333334,0.0,10764.288,10555.954666666667,98.06458789161593,memory,208.33333333333334,29.351898971186845,10.485759999999999,208.33333333333334,208.33333333333334,0.0,0.3572429848676332,16.0,5.715887757882131,ln,134217728,
ROPE,rope,True,prefill,16,512,4096,32,32,4096,208.33333333333334,208.33333333333334,0.0,68165.632,67957.29866666667,99.69437188914594,memory,208.33333333333334,0.0,0.0,208.33333333333334,208.33333333333334,0.0,0.3,16.0,4.8,rope,134217728,
FFN_W1,ffn_gate,True,prefill,16,512,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,57131.007999999994,14181.335006259156,24.82248345112195,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,ffn_gate,134217728,
FFN_W3,ffn_up,True,prefill,16,512,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,52150.272,9200.599006259159,17.64247558720146,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,ffn_up,134217728,
FFN_W2,ffn_down,True,prefill,16,512,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,52150.272,9200.599006259159,17.64247558720146,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,ffn_down,134217728,
SWIGLU,silu,True,prefill,16,512,4096,32,32,4096,312.5,312.5,0.0,2924.544,2612.044,89.31457348564426,memory,312.5,34.166317904172594,12.582912,312.5,312.5,0.0,0.3682841105468757,16.0,5.892545768750011,swiglu,201326592,
GELU,gelu,True,prefill,16,512,4096,32,32,4096,208.33333333333334,208.33333333333334,0.0,2924.544,2716.2106666666664,92.87638232376283,memory,208.33333333333334,34.166317904172594,12.582912,208.33333333333334,208.33333333333334,0.0,0.3682841105468757,16.0,5.892545768750011,gelu,134217728,
ADD,residual,True,prefill,16,512,4096,32,32,4096,312.5,312.5,0.0,24.576,287.924,1171.5657552083333,memory,312.5,6.990506666666667,2.097152,312.5,312.5,0.0,0.3,16.0,4.8,add,201326592,
Q,q_proj,True,prefill,32,512,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,q_proj,268435456,
K,k_proj,True,prefill,32,512,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,k_proj,268435456,
V,v_proj,True,prefill,32,512,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,v_proj,268435456,
O,wo_proj,True,prefill,32,512,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,wo_proj,268435456,
QK,score,True,prefill,32,512,4096,32,32,4096,5379.195828302647,5379.195828302647,0.0,56360.96,50981.76417169735,90.45581227093604,compute,625.8138020833334,5379.195828302647,2151.677952,5379.195828302647,2151.677952,0.0,0.3999999294836866,16.0,6.399998871738986,score,403177472,
SOFTMAX,softmax,True,prefill,32,512,4096,32,32,4096,834.9609375,834.9609375,0.0,53723.136,52888.1750625,98.44580752415496,memory,834.9609375,105.58138191322627,42.02496,834.9609375,834.9609375,0.0,0.3980338127657666,16.0,6.368541004252266,softmax,537919488,
SV,output,True,prefill,32,512,4096,32,32,4096,5379.195828302647,5379.195828302647,0.0,30146.559999999998,24767.36417169735,82.15651859348911,compute,625.8138020833334,5379.195828302647,2151.677952,5379.195828302647,2151.677952,0.0,0.3999999294836866,16.0,6.399998871738986,output,403177472,
LN,rmsnorm,True,prefill,32,512,4096,32,32,4096,416.6666666666667,416.6666666666667,0.0,21528.576,21111.909333333333,98.06458789161593,memory,416.6666666666667,53.9016082900736,20.971519999999998,416.6666666666667,416.6666666666667,0.0,0.3890703944702531,16.0,6.22512631152405,ln,268435456,
ROPE,rope,True,prefill,32,512,4096,32,32,4096,416.6666666666667,416.6666666666667,0.0,136331.264,135914.59733333334,99.69437188914594,memory,416.6666666666667,0.0,0.0,416.6666666666667,416.6666666666667,0.0,0.3,16.0,4.8,rope,268435456,
FFN_W1,ffn_gate,True,prefill,32,512,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,114262.01599999999,28362.67006891407,24.822483500478473,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,ffn_gate,268435456,
FFN_W3,ffn_up,True,prefill,32,512,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,ffn_up,268435456,
FFN_W2,ffn_down,True,prefill,32,512,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,ffn_down,268435456,
SWIGLU,silu,True,prefill,32,512,4096,32,32,4096,625.0,625.0,0.0,5849.088,5224.088,89.31457348564426,memory,625.0,64.04974326024941,25.165824,625.0,625.0,0.0,0.39291061476617073,16.0,6.286569836258732,swiglu,402653184,
GELU,gelu,True,prefill,32,512,4096,32,32,4096,416.6666666666667,416.6666666666667,0.0,5849.088,5432.421333333333,92.87638232376283,memory,416.6666666666667,64.04974326024941,25.165824,416.6666666666667,416.6666666666667,0.0,0.39291061476617073,16.0,6.286569836258732,gelu,268435456,
ADD,residual,True,prefill,32,512,4096,32,32,4096,625.0,625.0,0.0,49.152,575.848,1171.5657552083333,memory,625.0,13.488680729462647,4.194304,625.0,625.0,0.0,0.31094990563744257,16.0,4.975198490199081,add,402653184,
Q,q_proj,True,prefill,1,1024,4096,32,32,4096,5368.7100712785295,5368.7100712785295,0.0,6518.784,1150.07392872147,17.642461059017606,compute,26.041666666666668,5368.7100712785295,2147.483648,5368.7100712785295,2147.483648,0.0,0.399999929124239,16.0,6.399998865987824,q_proj,16777216,
K,k_proj,True,prefill,1,1024,4096,32,32,4096,5368.7100712785295,5368.7100712785295,0.0,6518.784,1150.07392872147,17.642461059017606,compute,26.041666666666668,5368.7100712785295,2147.483648,5368.7100712785295,2147.483648,0.0,0.399999929124239,16.0,6.399998865987824,k_proj,16777216,
V,v_proj,True,prefill,1,1024,4096,32,32,4096,5368.7100712785295,5368.7100712785295,0.0,6518.784,1150.07392872147,17.642461059017606,compute,26.041666666666668,5368.7100712785295,2147.483648,5368.7100712785295,2147.483648,0.0,0.399999929124239,16.0,6.399998865987824,v_proj,16777216,
O,wo_proj,True,prefill,1,1024,4096,32,32,4096,5368.7100712785295,5368.7100712785295,0.0,6518.784,1150.07392872147,17.642461059017606,compute,26.041666666666668,5368.7100712785295,2147.483648,5368.7100712785295,2147.483648,0.0,0.399999929124239,16.0,6.399998865987824,wo_proj,16777216,
QK,score,True,prefill,1,1024,4096,32,32,4096,671.7707748652706,671.7707748652706,0.0,7045.12,6373.349225134729,90.46473623067781,compute,65.155029296875,671.7707748652706,268.6976,671.7707748652706,268.6976,0.0,0.3999840571419464,16.0,6.3997449142711424,score,41975808,
SOFTMAX,softmax,True,prefill,1,1024,4096,32,32,4096,104.26839192708333,104.26839192708333,0.0,6634.496,6530.227608072917,98.428390160653,memory,104.26839192708333,16.499706649229545,5.248,104.26839192708333,104.26839192708333,0.0,0.31806626090804196,16.0,5.089060174528671,softmax,67174400,
SV,output,True,prefill,1,1024,4096,32,32,4096,671.7707748652706,671.7707748652706,0.0,2473.984,1802.2132251347293,72.84659986219512,compute,65.155029296875,671.7707748652706,268.6976,671.7707748652706,268.6976,0.0,0.3999840571419464,16.0,6.3997449142711424,output,41975808,
LN,rmsnorm,True,prefill,1,1024,4096,32,32,4096,26.041666666666668,26.041666666666668,0.0,1345.536,1319.4943333333333,98.06458789161593,memory,26.041666666666668,4.369066666666667,1.3107199999999999,26.041666666666668,26.041666666666668,0.0,0.3,16.0,4.8,ln,16777216,
ROPE,rope,True,prefill,1,1024,4096,32,32,4096,26.041666666666668,26.041666666666668,0.0,8520.704,8494.662333333334,99.69437188914594,memory,26.041666666666668,0.0,0.0,26.041666666666668,26.041666666666668,0.0,0.3,16.0,4.8,rope,16777216,
FFN_W1,ffn_gate,True,prefill,1,1024,4096,32,32,4096,5368.7100712785295,5368.7100712785295,0.0,7141.375999999999,1772.6659287214698,24.822470189519077,compute,26.041666666666668,5368.7100712785295,2147.483648,5368.7100712785295,2147.483648,0.0,0.399999929124239,16.0,6.399998865987824,ffn_gate,16777216,
FFN_W3,ffn_up,True,prefill,1,1024,4096,32,32,4096,5368.7100712785295,5368.7100712785295,0.0,6518.784,1150.07392872147,17.642461059017606,compute,26.041666666666668,5368.7100712785295,2147.483648,5368.7100712785295,2147.483648,0.0,0.399999929124239,16.0,6.399998865987824,ffn_up,16777216,
FFN_W2,ffn_down,True,prefill,1,1024,4096,32,32,4096,5368.7100712785295,5368.7100712785295,0.0,6518.784,1150.07392872147,17.642461059017606,compute,26.041666666666668,5368.7100712785295,2147.483648,5368.7100712785295,2147.483648,0.0,0.399999929124239,16.0,6.399998865987824,ffn_down,16777216,
SWIGLU,silu,True,prefill,1,1024,4096,32,32,4096,39.0625,39.0625,0.0,365.568,326.5055,89.31457348564426,memory,39.0625,5.2428799999999995,1.572864,39.0625,39.0625,0.0,0.3,16.0,4.8,swiglu,25165824,
GELU,gelu,True,prefill,1,1024,4096,32,32,4096,26.041666666666668,26.041666666666668,0.0,365.568,339.5263333333333,92.87638232376283,memory,26.041666666666668,5.2428799999999995,1.572864,26.041666666666668,26.041666666666668,0.0,0.3,16.0,4.8,gelu,16777216,
ADD,residual,True,prefill,1,1024,4096,32,32,4096,39.0625,39.0625,0.0,3.072,35.9905,1171.5657552083333,memory,39.0625,0.8738133333333333,0.262144,39.0625,39.0625,0.0,0.3,16.0,4.8,add,25165824,
Q,q_proj,True,prefill,8,1024,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,52150.272,9200.599006259159,17.64247558720146,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,q_proj,134217728,
K,k_proj,True,prefill,8,1024,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,52150.272,9200.599006259159,17.64247558720146,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,k_proj,134217728,
V,v_proj,True,prefill,8,1024,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,52150.272,9200.599006259159,17.64247558720146,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,v_proj,134217728,
O,wo_proj,True,prefill,8,1024,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,52150.272,9200.599006259159,17.64247558720146,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,wo_proj,134217728,
QK,score,True,prefill,8,1024,4096,32,32,4096,5373.952949788697,5373.952949788697,0.0,56360.96,50987.0070502113,90.46511459388077,compute,521.240234375,5373.952949788697,2149.5808,5373.952949788697,2149.5808,0.0,0.3999999293042789,16.0,6.399998868868463,score,335806464,
SOFTMAX,softmax,True,prefill,8,1024,4096,32,32,4096,834.1471354166666,834.1471354166666,0.0,53075.968,52241.82086458334,98.428390160653,memory,834.1471354166666,105.4797755942755,41.984,834.1471354166666,834.1471354166666,0.0,0.39802890898716053,16.0,6.3684625437945686,softmax,537395200,
SV,output,True,prefill,8,1024,4096,32,32,4096,5373.952949788697,5373.952949788697,0.0,19791.872,14417.919050211302,72.84767732032272,compute,521.240234375,5373.952949788697,2149.5808,5373.952949788697,2149.5808,0.0,0.3999999293042789,16.0,6.399998868868463,output,335806464,
LN,rmsnorm,True,prefill,8,1024,4096,32,32,4096,208.33333333333334,208.33333333333334,0.0,10764.288,10555.954666666667,98.06458789161593,memory,208.33333333333334,29.351898971186845,10.485759999999999,208.33333333333334,208.33333333333334,0.0,0.3572429848676332,16.0,5.715887757882131,ln,134217728,
ROPE,rope,True,prefill,8,1024,4096,32,32,4096,208.33333333333334,208.33333333333334,0.0,68165.632,67957.29866666667,99.69437188914594,memory,208.33333333333334,0.0,0.0,208.33333333333334,208.33333333333334,0.0,0.3,16.0,4.8,rope,134217728,
FFN_W1,ffn_gate,True,prefill,8,1024,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,57131.007999999994,14181.335006259156,24.82248345112195,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,ffn_gate,134217728,
FFN_W3,ffn_up,True,prefill,8,1024,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,52150.272,9200.599006259159,17.64247558720146,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,ffn_up,134217728,
FFN_W2,ffn_down,True,prefill,8,1024,4096,32,32,4096,42949.67299374084,42949.67299374084,0.0,52150.272,9200.599006259159,17.64247558720146,compute,208.33333333333334,42949.67299374084,17179.869184,42949.67299374084,17179.869184,0.0,0.39999999968576394,16.0,6.399999994972223,ffn_down,134217728,
SWIGLU,silu,True,prefill,8,1024,4096,32,32,4096,312.5,312.5,0.0,2924.544,2612.044,89.31457348564426,memory,312.5,34.166317904172594,12.582912,312.5,312.5,0.0,0.3682841105468757,16.0,5.892545768750011,swiglu,201326592,
GELU,gelu,True,prefill,8,1024,4096,32,32,4096,208.33333333333334,208.33333333333334,0.0,2924.544,2716.2106666666664,92.87638232376283,memory,208.33333333333334,34.166317904172594,12.582912,208.33333333333334,208.33333333333334,0.0,0.3682841105468757,16.0,5.892545768750011,gelu,134217728,
ADD,residual,True,prefill,8,1024,4096,32,32,4096,312.5,312.5,0.0,24.576,287.924,1171.5657552083333,memory,312.5,6.990506666666667,2.097152,312.5,312.5,0.0,0.3,16.0,4.8,add,201326592,
Q,q_proj,True,prefill,16,1024,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,q_proj,268435456,
K,k_proj,True,prefill,16,1024,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,k_proj,268435456,
V,v_proj,True,prefill,16,1024,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,v_proj,268435456,
O,wo_proj,True,prefill,16,1024,4096,32,32,4096,85899.34593108592,85899.34593108592,0.0,104300.544,18401.198068914076,17.642475641271897,compute,416.6666666666667,85899.34593108592,34359.738368,85899.34593108592,34359.738368,0.0,0.39999999994837715,16.0,6.399999999174034,wo_proj,268435456,
QK,score,True,prefill,16,1024,4096,32,32,4096,10747.904312063652,10747.904312063652,0.0,112721.92,101974.01568793635,90.46511600222597,compute,1042.48046875,10747.904312063652,4299.1616,10747.904312063652,4299.1616,0.0,0.3999999883860651,16.0,6.399999814177042,score,671612928,
SOFTMAX,softmax,True,prefill,16,1024,4096,32,32,4096,1668.2942708333333,1668.2942708333333,0.0,106151.936,104483.64172916667,98.428390160653,memory,1668.2942708333333,210.09292498207748,83.968,1668.2942708333333,1668.2942708333333,0.0,0.3996707647683191,16.0,6.394732236293105,softmax,1074790400,
SV,output,True,prefill,16,1024,4096,32,32,4096,10747.904312063652,10747.904312063652,0.0,39583.744,28835.839687936346,72.84768133084214,compute,1042.48046875,10747.904312063652,4299.1616,10747.904312063652,4299.1616,0.0,0.3999999883860651,16.0,6.399999814177042,output,671612928,
LN,rmsnorm,True,prefill,16,1024,4096,32,32,4096,416.6666666666667,416.6666666666667,0.0,21528.576,21111.909333333333,98.06458789161593,memory,416.6666666666667,53.9016082900736,20.971519999999998,416.6666666666667,416.6666666666667,0.0,0.3890703944702531,16.0,6.22512631152405,ln,268435456,
