Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-13B,20,2,10,32,32,768,0.0300845,0.0091337434387207,0.00565525,0.0448734934387207,0.0118385,1.956778237548828,1022.088227281858,186.76300101266023,310.397382394024,1.0
Llama2-13B,20,2,10,32,32,896,0.031167,0.0091337434387207,0.00620525,0.0465059934387207,0.0118385,2.022078237548828,989.0814128064642,187.23980680896187,300.381504169413,1.0
Llama2-13B,20,2,10,32,32,1024,0.032282,0.0091337434387207,0.00675525,0.0481709934387207,0.0118385,2.088678237548828,957.54337075255,187.7169625841142,290.745558800747,1.0
Llama2-13B,20,2,10,32,32,1152,0.0348345,0.0091337434387207,0.00730525,0.0512734934387207,0.0118385,2.212778237548828,903.8411378337986,189.5063026433428,272.0095058682381,1.0
Llama2-13B,20,2,10,32,32,1280,0.0359545,0.0091337434387207,0.00785525,0.0529434934387207,0.0118385,2.279578237548828,877.3552787337313,189.9835042091452,264.1998973830052,1.0
Llama2-13B,20,2,10,32,32,1408,0.037037,0.0091337434387207,0.00840525,0.0545759934387207,0.0118385,2.344878237548828,852.9227522238682,190.46031000544693,257.1216756290291,1.0
Llama2-13B,20,2,10,32,32,1536,0.038152,0.0091337434387207,0.00895525,0.0562409934387207,0.0118385,2.411478237548828,829.3668045011763,190.93746578059927,250.2325772968643,1.0
Llama2-13B,20,2,10,32,32,1664,0.0393145,0.0091337434387207,0.00950525,0.0579534934387207,0.0118385,2.479978237548828,806.4586897249425,191.41515646055268,243.44091424353945,1.0
Llama2-13B,20,2,10,32,32,1792,0.0404345,0.0091337434387207,0.01005525,0.0596234934387207,0.0118385,2.546778237548828,785.305909447742,191.8923580263552,237.2879076362452,1.0
Llama2-13B,20,2,10,32,32,1920,0.041517,0.0091337434387207,0.0106052499999999,0.0612559934387206,0.0118385,2.612078237548828,765.6738497529839,192.3691638226568,231.6751738115192,1.0
Llama2-13B,20,2,10,32,32,2048,0.042632,0.0091337434387207,0.01115525,0.0629209934387207,0.0118385,2.6786782375488283,746.6368942580185,192.8463195978092,226.17554841176715,1.0
Llama2-13B,20,2,10,32,32,2176,0.0451525,0.0091337434387207,0.0117052499999999,0.0659914934387207,0.0118385,2.801498237548828,713.9037152312832,194.5545734754964,215.4416405243302,1.0
Llama2-13B,20,2,10,32,32,2304,0.0462725,0.0091337434387207,0.01225525,0.0676614934387207,0.0118385,2.868298237548828,697.2775612445195,195.03177504129889,210.74263876092587,1.0
Llama2-13B,20,2,10,32,32,2432,0.047355,0.0091337434387207,0.0128052499999999,0.0692939934387207,0.0118385,2.9335982375488285,681.7566135678833,195.5085808376005,206.42865678133307,1.0
Llama2-13B,20,2,10,32,32,2560,0.04847,0.0091337434387207,0.01335525,0.0709589934387207,0.0118385,3.000198237548828,666.6226167888182,195.98573661275293,202.1722061200257,1.0
Llama2-13B,20,2,10,32,32,2688,0.0496325,0.0091337434387207,0.01390525,0.0726714934387207,0.0118385,3.068698237548828,651.7421542228708,196.46342729270629,197.91812551524336,1.0
Llama2-13B,20,2,10,32,32,2816,0.0507525,0.0091337434387207,0.01445525,0.0743414934387207,0.0118385,3.1354982375488283,637.8571596849301,196.9406288585088,194.0206185493412,1.0
Llama2-13B,20,2,10,32,32,2944,0.051835,0.0091337434387207,0.01500525,0.0759739934387207,0.0118385,3.200798237548828,624.844133109621,197.41743465481045,190.42870131649505,1.0
Llama2-13B,20,2,10,32,32,3072,0.05295,0.0091337434387207,0.01555525,0.0776389934387207,0.0118385,3.267398237548828,612.1078162484355,197.8945904299628,186.8693016335816,1.0
Llama2-13B,20,2,10,32,32,3200,0.0554705,0.0091337434387207,0.01610525,0.0807094934387207,0.0118385,3.390218237548828,589.9325234725968,199.60284430765,179.91801435686543,1.0
Llama2-13B,20,2,10,32,32,3328,0.0565905,0.0091337434387207,0.01665525,0.0823794934387207,0.0118385,3.457018237548828,578.533251076536,200.0800458734525,176.77882849016402,1.0
Llama2-13B,20,2,10,32,32,3456,0.057673,0.0091337434387207,0.01720525,0.0840119934387207,0.0118385,3.522318237548828,567.8078654788997,200.55685166975425,173.87412798862047,1.0
Llama2-13B,20,2,10,32,32,3584,0.058788,0.0091337434387207,0.01775525,0.0856769934387207,0.0118385,3.588918237548828,557.2709846312817,201.03400744490665,170.9821795646276,1.0
Llama2-13B,20,2,10,32,32,3712,0.0599505,0.0091337434387207,0.01830525,0.0873894934387207,0.0118385,3.657418237548829,546.8338237795805,201.51169812485992,168.06506878579822,1.0
Llama2-13B,20,2,10,32,32,3840,0.0610705,0.0091337434387207,0.01885525,0.0890594934387207,0.0118385,3.724218237548828,537.0254567348721,201.98889969066244,165.37354343804492,1.0
Llama2-13B,20,2,10,32,32,3968,0.062153,0.0091337434387207,0.01940525,0.0906919934387207,0.0118385,3.789518237548828,527.7715726982908,202.4657054869641,162.87685669795832,1.0
Llama2-13B,20,2,10,32,32,4096,0.063268,0.0091337434387207,0.01995525,0.0923569934387207,0.0118385,3.856118237548828,518.6562954748285,202.94286126211648,160.38349660343016,1.0
Llama2-13B,20,4,5,32,32,128,0.0319465,0.0085462119402204,0.00290525,0.0433979619402204,0.0189515,1.9048699776088167,2099.880856446275,155.66051508455638,487.2537369807534,1.0
Llama2-13B,20,4,5,32,32,256,0.0330665,0.0085462119402204,0.00345525,0.0450679619402204,0.0189515,1.971669977608817,2028.737083500699,156.13264880667978,472.1777291418198,1.0
Llama2-13B,20,4,5,32,32,384,0.034149,0.0085462119402204,0.00400525,0.0467004619402204,0.0189515,2.036969977608817,1963.7010088364525,156.60438675930249,458.5914280339175,1.0
Llama2-13B,20,4,5,32,32,512,0.035264,0.0085462119402204,0.00455525,0.0483654619402204,0.0189515,2.1035699776088164,1901.529325184088,157.0764746907759,445.4301119860931,1.0
Llama2-13B,20,4,5,32,32,640,0.0364265,0.0085462119402204,0.00510525,0.0500779619402204,0.0189515,2.172069977608817,1841.5612946335689,157.54909752705024,432.5123125390862,1.0
Llama2-13B,20,4,5,32,32,768,0.0375465,0.0085462119402204,0.00565525,0.0517479619402204,0.0189515,2.238869977608817,1786.6155873295174,158.02123124917375,420.86807358654926,1.0
Llama2-13B,20,4,5,32,32,896,0.038629,0.0085462119402204,0.00620525,0.0533804619402204,0.0189515,2.304169977608817,1735.983038955769,158.4929692017964,410.2952942136643,1.0
Llama2-13B,20,4,5,32,32,1024,0.039744,0.0085462119402204,0.00675525,0.0550454619402204,0.0189515,2.370769977608817,1687.2155619392654,158.9650571332697,399.9724666195394,1.0
Llama2-13B,20,4,5,32,32,1152,0.0422965,0.0085462119402204,0.00730525,0.0581479619402204,0.0189515,2.494869977608817,1603.2899653687602,160.74932934881926,380.0535017053877,1.0
Llama2-13B,20,4,5,32,32,1280,0.0434165,0.0085462119402204,0.00785525,0.0598179619402204,0.0189515,2.5616699776088168,1561.4813910314035,161.22146307094266,371.3368490572541,1.0
Llama2-13B,20,4,5,32,32,1408,0.044499,0.0085462119402204,0.00840525,0.0614504619402204,0.0189515,2.626969977608817,1522.6668116096916,161.69320102356534,363.3636733939311,1.0
Llama2-13B,20,4,5,32,32,1536,0.045614,0.0085462119402204,0.00895525,0.0631154619402204,0.0189515,2.693569977608817,1485.0180367509702,162.16528895503873,355.51648387564944,1.0
Llama2-13B,20,4,5,32,32,1664,0.0467765,0.0085462119402204,0.00950525,0.0648279619402204,0.0189515,2.762069977608817,1448.1892321435264,162.63791179131306,347.6914942146444,1.0
Llama2-13B,20,4,5,32,32,1792,0.0478965,0.0085462119402204,0.01005525,0.0664979619402204,0.0189515,2.8288699776088166,1413.9921706055627,163.11004551343655,340.54689907078097,1.0
Llama2-13B,20,4,5,32,32,1920,0.048979,0.0085462119402204,0.0106052499999999,0.0681304619402204,0.0189515,2.894169977608817,1382.0888306307522,163.58178346605925,333.9835102106194,1.0
Llama2-13B,20,4,5,32,32,2048,0.050094,0.0085462119402204,0.01115525,0.0697954619402204,0.0189515,2.960769977608817,1350.9999190246072,164.05387139753262,327.4920577265394,1.0
Llama2-13B,20,4,5,32,32,2176,0.0526145,0.0085462119402204,0.0117052499999999,0.0728659619402204,0.0189515,3.083589977608817,1297.1893244710236,165.75705743154077,315.0406398075452,1.0
Llama2-13B,20,4,5,32,32,2304,0.0537345,0.0085462119402204,0.01225525,0.0745359619402204,0.0189515,3.150389977608816,1269.6840798852618,166.22919115366432,309.35282016891244,1.0
Llama2-13B,20,4,5,32,32,2432,0.054817,0.0085462119402204,0.0128052499999999,0.0761684619402204,0.0189515,3.215689977608817,1243.901006580987,166.70092910628694,304.10443677378726,1.0
Llama2-13B,20,4,5,32,32,2560,0.055932,0.0085462119402204,0.01335525,0.0778334619402204,0.0189515,3.282289977608817,1218.6613697410253,167.17301703776025,298.88617792633977,1.0
Llama2-13B,20,4,5,32,32,2688,0.0593545,0.0085462119402204,0.01390525,0.0818059619402204,0.0189515,3.441189977608816,1162.3885998818016,169.4569953933518,285.4998279715132,1.0
Llama2-13B,20,4,5,32,32,2816,0.0604745,0.0085462119402204,0.01445525,0.0834759619402204,0.0189515,3.5079899776088173,1140.2541129055778,169.92912911547518,280.99302865749246,1.0
Llama2-13B,20,4,5,32,32,2944,0.061557,0.0085462119402204,0.01500525,0.0851084619402204,0.0189515,3.573289977608817,1119.4165671034427,170.4008670680979,276.8180175578697,1.0
Llama2-13B,20,4,5,32,32,3072,0.062672,0.0085462119402204,0.01555525,0.0867734619402204,0.0189515,3.6398899776088176,1098.9343152145914,170.87295499957125,272.6464050924993,1.0
Llama2-13B,20,4,5,32,32,3200,0.0651925,0.0085462119402204,0.01610525,0.0898439619402204,0.0189515,3.762709977608817,1063.0635961323758,172.57614103357943,264.7177835388725,1.0
Llama2-13B,20,4,5,32,32,3328,0.0663125,0.0085462119402204,0.01665525,0.0915139619402204,0.0189515,3.829509977608817,1044.5200621980462,173.04827475570295,260.9587555222665,1.0
Llama2-13B,20,4,5,32,32,3456,0.067395,0.0085462119402204,0.01720525,0.0931464619402204,0.0189515,3.894809977608817,1027.0077418400174,173.52001270832557,257.46719001161154,1.0
Llama2-13B,20,4,5,32,32,3584,0.06851,0.0085462119402204,0.01775525,0.0948114619402204,0.0189515,3.961409977608817,1009.7414866447316,173.9921006397989,253.9659913002466,1.0
Llama2-13B,20,4,5,32,32,3712,0.0696725,0.0085462119402204,0.01830525,0.0965239619402204,0.0189515,4.029909977608817,992.5780035348172,174.46472347607337,250.4068656587223,1.0
Llama2-13B,20,4,5,32,32,3840,0.0707925,0.0085462119402204,0.01885525,0.0981939619402204,0.0189515,4.096709977608818,976.393257482858,174.93685719819678,247.1121336274277,1.0
Llama2-13B,20,4,5,32,32,3968,0.071875,0.0085462119402204,0.01940525,0.0998264619402204,0.0189515,4.162009977608817,961.0741015806271,175.40859515081948,244.04674107940104,1.0
Llama2-13B,20,4,5,32,32,4096,0.07299,0.0085462119402204,0.01995525,0.1014914619402204,0.0189515,4.2286099776088175,945.9373224725512,175.88068308229282,240.9654515444484,1.0
Llama2-13B,20,5,4,32,32,128,0.0370305,0.0083929428536551,0.00290525,0.0483286928536551,0.024332,2.1074797141462054,2372.502077452086,158.81512509108265,536.0956680678179,1.0
Llama2-13B,20,5,4,32,32,256,0.0381505,0.0083929428536551,0.00345525,0.0499986928536551,0.024332,2.174279714146205,2299.6121278551304,159.28624524447036,521.9009097012829,1.0
Llama2-13B,20,5,4,32,32,384,0.039233,0.0083929428536551,0.00400525,0.0516311928536551,0.024332,2.239579714146205,2232.5617473750654,159.75696962835718,509.0006169180192,1.0
Llama2-13B,20,5,4,32,32,512,0.040348,0.0083929428536551,0.00455525,0.0532961928536551,0.024332,2.306179714146205,2168.087755403356,160.22804399109472,496.3940095887489,1.0
Llama2-13B,20,5,4,32,32,640,0.0415105,0.0083929428536551,0.00510525,0.0550086928536551,0.024332,2.374679714146205,2105.5471060852965,160.6996532586333,483.9126644422296,1.0
Llama2-13B,20,5,4,32,32,768,0.0426305,0.0083929428536551,0.00565525,0.0566786928536551,0.024332,2.441479714146205,2047.938375661876,161.17077341202102,472.5805861179818,1.0
Llama2-13B,20,5,4,32,32,896,0.043713,0.0083929428536551,0.00620525,0.0583111928536551,0.024332,2.506779714146205,1994.5908975503944,161.64149779590787,462.2237600825494,1.0
Llama2-13B,20,5,4,32,32,1024,0.044828,0.0083929428536551,0.00675525,0.0599761928536551,0.024332,2.573379714146205,1942.9701619680711,162.11257215864543,452.040499683918,1.0
Llama2-13B,20,5,4,32,32,1152,0.0473805,0.0083929428536551,0.00730525,0.0630786928536551,0.024332,2.697479714146205,1853.58205801469,163.8958308054591,432.3926267279238,1.0
Llama2-13B,20,5,4,32,32,1280,0.0485005,0.0083929428536551,0.00785525,0.0647486928536551,0.024332,2.764279714146205,1808.7894558616813,164.3669509588468,423.6217950300686,1.0
Llama2-13B,20,5,4,32,32,1408,0.049583,0.0083929428536551,0.00840525,0.0663811928536551,0.024332,2.829579714146205,1767.04687802326,164.83767534273363,415.55995840997326,1.0
Llama2-13B,20,5,4,32,32,1536,0.050698,0.0083929428536551,0.00895525,0.0680461928536551,0.024332,2.8961797141462053,1726.4122027986796,165.30874970547114,407.5820291369265,1.0
Llama2-13B,20,5,4,32,32,1664,0.0518605,0.0083929428536551,0.00950525,0.0697586928536551,0.024332,2.9646797141462047,1686.522822732622,165.78035897300973,399.5824350252353,1.0
Llama2-13B,20,5,4,32,32,1792,0.0529805,0.0083929428536551,0.01005525,0.0714286928536551,0.024332,3.0314797141462053,1649.3595443399545,166.25147912639738,392.24686235123625,1.0
Llama2-13B,20,5,4,32,32,1920,0.054063,0.0083929428536551,0.0106052499999999,0.0730611928536551,0.024332,3.096779714146205,1614.580455031985,166.72220351028432,385.4812984626368,1.0
Llama2-13B,20,5,4,32,32,2048,0.055178,0.0083929428536551,0.01115525,0.0747261928536551,0.024332,3.163379714146205,1580.5879950613194,167.19327787302188,378.75892084033,1.0
Llama2-13B,20,5,4,32,32,2176,0.0599585,0.0083929428536551,0.0117052499999999,0.0800566928536551,0.024332,3.376599714146205,1480.779607678277,170.7068058576114,355.8853328919405,1.0
Llama2-13B,20,5,4,32,32,2304,0.0610785,0.0083929428536551,0.01225525,0.0817266928536551,0.024332,3.443399714146205,1452.0533237715492,171.17792601099902,350.3236122592217,1.0
Llama2-13B,20,5,4,32,32,2432,0.062161,0.0083929428536551,0.0128052499999999,0.0833591928536551,0.024332,3.508699714146205,1425.0293291960106,171.64865039488595,345.1695001586321,1.0
Llama2-13B,20,5,4,32,32,2560,0.063276,0.0083929428536551,0.01335525,0.0850241928536551,0.024332,3.575299714146205,1398.4841551092225,172.11972475762343,340.01778865135174,1.0
Llama2-13B,20,5,4,32,32,2688,0.0644385,0.0083929428536551,0.01390525,0.0867366928536551,0.024332,3.643799714146205,1372.1939711967875,172.59133402516196,334.79855603630205,1.0
Llama2-13B,20,5,4,32,32,2816,0.0655585,0.0083929428536551,0.01445525,0.0884066928536551,0.024332,3.7105997141462055,1347.4910756172687,173.06245417854967,329.9771467058995,1.0
Llama2-13B,20,5,4,32,32,2944,0.066641,0.0083929428536551,0.01500525,0.0900391928536551,0.024332,3.775899714146205,1324.1877111480924,173.53317856243646,325.5000273150847,1.0
Llama2-13B,20,5,4,32,32,3072,0.067756,0.0083929428536551,0.01555525,0.0917041928536551,0.024332,3.842499714146205,1301.2362711680744,174.00425292517406,321.01262789489886,1.0
Llama2-13B,20,5,4,32,32,3200,0.0702765,0.0083929428536551,0.01610525,0.0947746928536551,0.024332,3.965319714146205,1260.932373791347,175.70642539044653,312.52699229195827,1.0
Llama2-13B,20,5,4,32,32,3328,0.0713965,0.0083929428536551,0.01665525,0.0964446928536551,0.024332,4.032119714146205,1240.0425469655834,176.17754554383407,308.44919839178766,1.0
Llama2-13B,20,5,4,32,32,3456,0.072479,0.0083929428536551,0.01720525,0.0980771928536551,0.024332,4.097419714146206,1220.2801638156975,176.64826992772106,304.6542273067389,1.0
Llama2-13B,20,5,4,32,32,3584,0.073594,0.0083929428536551,0.01775525,0.0997421928536551,0.024332,4.164019714146206,1200.7628069131763,177.11934429045863,300.8386286423801,1.0
Llama2-13B,20,5,4,32,32,3712,0.0747565,0.0083929428536551,0.01830525,0.1014546928536551,0.024332,4.232519714146206,1181.3294060482865,177.59095355799715,296.94901707208925,1.0
Llama2-13B,20,5,4,32,32,3840,0.0758765,0.0083929428536551,0.01885525,0.1031246928536551,0.024332,4.299319714146206,1162.9746872623407,178.0620737113848,293.3419334566446,1.0
Llama2-13B,20,5,4,32,32,3968,0.076959,0.0083929428536551,0.01940525,0.1047571928536551,0.024332,4.3646197141462055,1145.5751766401224,178.53279809527166,289.9803760691923,1.0
Llama2-13B,20,5,4,32,32,4096,0.078074,0.0083929428536551,0.01995525,0.1064221928536551,0.024332,4.431219714146207,1128.357500314873,179.00387245800923,286.59328402862866,1.0
Llama2-13B,20,10,2,32,32,128,0.0531435,0.0074477834865025,0.00290525,0.0634965334865025,0.040868,2.7307293394601007,3662.025326163275,134.63063625715705,633.3353855935205,1.0
Llama2-13B,20,10,2,32,32,256,0.0542635,0.0074477834865025,0.00345525,0.0651665334865025,0.040868,2.7975293394601,3574.582707300549,135.09972927307317,622.4245085235613,1.0
Llama2-13B,20,10,2,32,32,384,0.055346,0.0074477834865025,0.00400525,0.0667990334865025,0.040868,2.8628293394601005,3493.0478957177006,135.5684265194884,612.3677705682812,1.0
Llama2-13B,20,10,2,32,32,512,0.056461,0.0074477834865025,0.00455525,0.0684640334865025,0.040868,2.9294293394601,3413.6341386691447,136.0374737447543,602.3515069904639,1.0
Llama2-13B,20,10,2,32,32,640,0.0576235,0.0074477834865025,0.00510525,0.0701765334865025,0.040868,2.997929339460101,3335.63565637638,136.50705587482128,592.2369166868608,1.0
Llama2-13B,20,10,2,32,32,768,0.0587435,0.0074477834865025,0.00565525,0.0718465334865025,0.040868,3.0647293394601003,3262.930879815199,136.97614889073736,582.9417250024998,1.0
Llama2-13B,20,10,2,32,32,896,0.059826,0.0074477834865025,0.00620525,0.0734790334865025,0.040868,3.1300293394601004,3194.85823149661,137.4448461371526,574.3524810999926,1.0
Llama2-13B,20,10,2,32,32,1024,0.060941,0.0074477834865025,0.00675525,0.0751440334865025,0.040868,3.1966293394601006,3128.295131549085,137.9138933624186,565.768092755364,1.0
Llama2-13B,20,10,2,32,32,1152,0.0657535,0.0074477834865025,0.00730525,0.0805065334865025,0.040868,3.4111293394601003,2931.5804253798124,141.50648039107773,538.0188141736855,1.0
Llama2-13B,20,10,2,32,32,1280,0.0668735,0.0074477834865025,0.00785525,0.0821765334865025,0.040868,3.4779293394601,2875.274056474177,141.9755734069938,530.7617120645464,1.0
Llama2-13B,20,10,2,32,32,1408,0.067956,0.0074477834865025,0.00840525,0.0838090334865025,0.040868,3.5432293394601,2822.28414870931,142.4442706534091,524.0312505643692,1.0
Llama2-13B,20,10,2,32,32,1536,0.069071,0.0074477834865025,0.00895525,0.0854740334865025,0.040868,3.6098293394601,2770.214062666918,142.91331787867492,517.269613436446,1.0
Llama2-13B,20,10,2,32,32,1664,0.0702335,0.0074477834865025,0.00950525,0.0871865334865025,0.040868,3.6783293394601007,2718.625516405713,143.38290000874193,510.37930620267366,1.0
Llama2-13B,20,10,2,32,32,1792,0.0713535,0.0074477834865025,0.01005525,0.0888565334865025,0.040868,3.745129339460101,2670.134751992732,143.85199302465796,504.0116918744632,1.0
Llama2-13B,20,10,2,32,32,1920,0.072436,0.0074477834865025,0.0106052499999999,0.0904890334865025,0.040868,3.8104293394601,2624.3761815609214,144.32069027107332,498.09725230228514,1.0
Llama2-13B,20,10,2,32,32,2048,0.073551,0.0074477834865025,0.01115525,0.0921540334865025,0.040868,3.8770293394601008,2579.2943835169835,144.78973749633928,492.14061500298845,1.0
Llama2-13B,20,10,2,32,32,2176,0.0783315,0.0074477834865025,0.0117052499999999,0.0974845334865025,0.040868,4.0902493394601,2444.8387298853445,148.30123834345713,473.3129020364004,1.0
Llama2-13B,20,10,2,32,32,2304,0.0794515,0.0074477834865025,0.01225525,0.0991545334865025,0.040868,4.1570493394601,2405.55239628182,148.77033135937322,468.1168113861074,1.0
Llama2-13B,20,10,2,32,32,2432,0.080534,0.0074477834865025,0.0128052499999999,0.1007870334865025,0.040868,4.2223493394601,2368.349749402467,149.23902860578846,463.2795732417004,1.0
Llama2-13B,20,10,2,32,32,2560,0.081649,0.0074477834865025,0.01335525,0.1024520334865025,0.040868,4.2889493394601,2331.573354806475,149.7080758310544,458.3891897973472,1.0
Llama2-13B,20,10,2,32,32,2688,0.0828115,0.0074477834865025,0.01390525,0.1041645334865025,0.040868,4.3574493394601,2294.9205420341223,150.17765796112135,453.371989280237,1.0
Llama2-13B,20,10,2,32,32,2816,0.0839315,0.0074477834865025,0.01445525,0.1058345334865025,0.040868,4.424249339460101,2260.270439735279,150.64675097703747,448.7193454693336,1.0
Llama2-13B,20,10,2,32,32,2944,0.085014,0.0074477834865025,0.01500525,0.1074670334865025,0.040868,4.4895493394601,2227.3950554695475,151.1154482234527,444.3840079970732,1.0
Llama2-13B,20,10,2,32,32,3072,0.086129,0.0074477834865025,0.01555525,0.1091320334865025,0.040868,4.5561493394601005,2194.835870148407,151.58449544871866,439.9926141274095,1.0
Llama2-13B,20,10,2,32,32,3200,0.0909095,0.0074477834865025,0.01610525,0.1144625334865025,0.040868,4.7693693394601,2096.713273443406,155.09599629583656,426.5120705092331,1.0
Llama2-13B,20,10,2,32,32,3328,0.0920295,0.0074477834865025,0.01665525,0.1161325334865025,0.040868,4.8361693394601,2067.752243166154,155.5650893117526,422.5957147212377,1.0
Llama2-13B,20,10,2,32,32,3456,0.093112,0.0074477834865025,0.01720525,0.1177650334865025,0.040868,4.9014693394601005,2040.2045401964108,156.03378655816783,418.9411315355912,1.0
Llama2-13B,20,10,2,32,32,3584,0.094227,0.0074477834865025,0.01775525,0.1194300334865025,0.040868,4.968069339460101,2012.8543538176016,156.50283378343389,415.2282089619584,1.0
Llama2-13B,20,10,2,32,32,3712,0.0953895,0.0074477834865025,0.01830525,0.1211425334865025,0.040868,5.0365693394601,1985.4784727478725,156.9724159135008,411.3985708948596,1.0
Llama2-13B,20,10,2,32,32,3840,0.0965095,0.0074477834865025,0.01885525,0.1228125334865025,0.040868,5.1033693394601,1959.489767412744,157.44150892941684,407.8394068185433,1.0
Llama2-13B,20,10,2,32,32,3968,0.097592,0.0074477834865025,0.01940525,0.1244450334865025,0.040868,5.1686693394601,1934.7339408337084,157.9102061758322,404.5162671526152,1.0
Llama2-13B,20,10,2,32,32,4096,0.098707,0.0074477834865025,0.01995525,0.1261100334865025,0.040868,5.235269339460101,1910.121399987278,158.37925340109808,401.1348065514554,1.0
Llama2-13B,20,20,1,32,32,128,0.088245,0.0056851889910016,0.00290525,0.0968354389910016,0.077148,4.100565559640067,4877.375988534501,127.05089775403898,719.8759009237856,1.0
Llama2-13B,20,20,1,32,32,256,0.089365,0.0056851889910016,0.00345525,0.0985054389910016,0.077148,4.167365559640067,4799.195010319035,127.51897720121924,713.4727085616248,1.0
Llama2-13B,20,20,1,32,32,384,0.0904475,0.0056851889910016,0.00400525,0.1001379389910016,0.077148,4.232665559640068,4725.15480332463,127.54032260882516,705.0516742244123,1.0
Llama2-13B,20,20,1,32,32,512,0.0915625,0.0056851889910016,0.00455525,0.1018029389910016,0.077148,4.299265559640068,4651.957345401662,128.45469453542876,701.4590827873246,1.0
Llama2-13B,20,20,1,32,32,640,0.094985,0.0056851889910016,0.00510525,0.1057754389910016,0.077148,4.458165559640068,4486.150128891739,130.73461861607706,688.1856009689794,1.0
Llama2-13B,20,20,1,32,32,768,0.096105,0.0056851889910016,0.00565525,0.1074454389910016,0.077148,4.524965559640068,4419.923143368825,131.20269806325726,682.6007911308326,1.0
Llama2-13B,20,20,1,32,32,896,0.0971875,0.0056851889910016,0.00620525,0.1090779389910016,0.077148,4.590265559640067,4357.046393099802,131.22410443798742,675.1079327999354,1.0
Llama2-13B,20,20,1,32,32,1024,0.0983025,0.0056851889910016,0.00675525,0.1107429389910016,0.077148,4.656865559640068,4294.734246428581,132.1384153974669,672.1009913149052,1.0
Llama2-13B,20,20,1,32,32,1152,0.103115,0.0056851889910016,0.00730525,0.1161054389910016,0.077148,4.871365559640068,4105.624953648058,135.72998885739025,658.1486149318249,1.0
Llama2-13B,20,20,1,32,32,1280,0.104235,0.0056851889910016,0.00785525,0.1177754389910016,0.077148,4.938165559640068,4050.0869722678462,136.19806830457057,653.3221485325013,1.0
Llama2-13B,20,20,1,32,32,1408,0.1053175,0.0056851889910016,0.00840525,0.1194079389910016,0.077148,5.003465559640068,3997.229472573552,136.21947467930065,646.7086413905603,1.0
Llama2-13B,20,20,1,32,32,1536,0.1064325,0.0056851889910016,0.00895525,0.1210729389910016,0.077148,5.070065559640067,3944.722166752383,137.1337856387801,644.228903947479,1.0
Llama2-13B,20,20,1,32,32,1664,0.109855,0.0056851889910016,0.00950525,0.1250454389910016,0.077148,5.228965559640067,3824.848293966711,139.41370971942837,634.535113192064,1.0
Llama2-13B,20,20,1,32,32,1792,0.110975,0.0056851889910016,0.01005525,0.1267154389910016,0.077148,5.295765559640068,3776.6022258280095,139.88178916660868,630.2400953665629,1.0
Llama2-13B,20,20,1,32,32,1920,0.1120575,0.0056851889910016,0.0106052499999999,0.1283479389910017,0.077148,5.3610655596400685,3730.6016457934834,139.90319554133876,624.2473531059445,1.0
Llama2-13B,20,20,1,32,32,2048,0.1131725,0.0056851889910016,0.01115525,0.1300129389910016,0.077148,5.427665559640067,3684.8254153165417,140.81750650081824,622.1365901646526,1.0
