phase,node_id,op,device,device_type,mode,start,end,duration
decode,L22_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299819,0.421299849,3.00E-08
decode,L22_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299789,0.421299819,3.00E-08
decode,L22_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299819,0.421299849,3.00E-08
decode,L23_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299849,0.421299879,3.00E-08
decode,L23_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299879,0.421299909,3.00E-08
decode,L23_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299849,0.421299879,3.00E-08
decode,L23_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299879,0.421299909,3.00E-08
decode,L24_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299909,0.421299939,3.00E-08
decode,L24_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299939,0.421299969,3.00E-08
decode,L24_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299909,0.421299939,3.00E-08
decode,L24_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299939,0.421299969,3.00E-08
decode,L25_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421299969,0.421299999,3.00E-08
decode,L25_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421299999,0.421300029,3.00E-08
decode,L25_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421299969,0.421299999,3.00E-08
decode,L25_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421299999,0.421300029,3.00E-08
decode,L26_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421300029,0.421300059,3.00E-08
decode,L26_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421300059,0.421300089,3.00E-08
decode,L26_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421300029,0.421300059,3.00E-08
decode,L26_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421300059,0.421300089,3.00E-08
decode,L27_K_write_s0,K_write,PIM0,pim,COMMAWARE,0.421300089,0.421300119,3.00E-08
decode,L27_V_write_s0,V_write,PIM0,pim,COMMAWARE,0.421300119,0.421300149,3.00E-08
decode,L27_K_write_s1,K_write,PIM1,pim,COMMAWARE,0.421300089,0.421300119,3.00E-08
decode,L27_V_write_s1,V_write,PIM1,pim,COMMAWARE,0.421300119,0.421300149,3.00E-08
decode,L0_LN,LN,PIM1,pim,FIXED_PLAN,0.421300149,0.421323229,2.31E-05
decode,L0_Q_s0,Q,PIM0,pim,FIXED_PLAN,0.421324024,0.421345984,2.20E-05
decode,L0_Q_s1,Q,PIM1,pim,FIXED_PLAN,0.421323229,0.421345189,2.20E-05
decode,L0_K_s0,K,PIM0,pim,FIXED_PLAN,0.421345984,0.421359984,1.40E-05
